Country Name;Country Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Mauritania;MRT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103.1860757;107.9864337;121.9408576;131.1040516;126.7385133;127.5256905;120.7747086;126.4539479;131.2461378;132.8036904;113.5849416;111.5345698;119.6337018;138.1992562;152.3192896;158.2120366;149.5393141;174.3640222;174.6665421;189.4392436;189.9140088;240.3572627;;;
Mauritius;MUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;266.1369037;285.3659619;319.1865118;341.7039027;379.0913122;419.5213294;442.8031869;467.6593052;559.332756;613.7303895;700.5926146;698.5238518;706.9874012;815.9168778;991.2223174;1070.199756;1153.58355;1214.50902;1298.636201;1451.933104;1348.562904;1428.983177;;;
Malawi;MWI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.56304282;24.49332407;24.51746705;31.71469661;41.00799277;44.8818521;53.80267904;65.22463413;78.00799989;79.45383719;73.10608182;78.68756774;86.63190621;126.8700834;103.592819;94.4406727;111.4289863;110.3359917;104.0497587;113.0972292;106.3150919;118.9187269;;;
Malaysia;MYS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;357.095436;380.587908;396.2460341;457.0653065;478.7126141;476.2420513;565.4735238;596.5553756;611.2939314;644.2325561;646.6578134;716.2980283;790.0183388;817.9613738;903.6207486;923.588206;920.1811144;963.4187214;1032.979147;1107.521919;1112.698636;1268.21222;;;
North America;NAC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4326.689459;4658.132152;5052.954543;5434.045642;5755.792948;6097.356214;6462.938268;6798.618981;7005.960676;7261.457232;7481.751835;7654.81579;7893.287204;8052.167461;8414.782642;8802.595202;9150.125703;9434.519197;9789.070538;10127.87024;11183.89633;11448.38277;11842.91989;;
Namibia;NAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;475.6700561;503.7150284;532.5101402;570.3004069;662.3318979;689.0907154;753.0991209;836.2295918;798.5544753;725.1466315;822.7173788;878.1043182;876.5109935;894.0822289;892.1190456;1076.291588;986.566572;901.8286191;874.1814335;879.4562737;849.5464865;941.728429;;;
New Caledonia;NCL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;NER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.14167311;37.78916383;39.72208998;39.28400518;40.96737764;51.67361013;55.50653075;51.38254486;52.54858331;52.85979502;52.0141003;51.44895003;49.3569699;49.85726896;50.37285799;60.85651738;51.71397435;64.45816248;64.79198639;71.89718692;79.04305863;75.7957048;;;
Nigeria;NGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.95457643;81.89290479;72.73300549;156.5966133;154.801864;160.6727483;159.7160784;157.5820202;162.4579151;173.1174435;155.0961979;162.3195478;165.181129;175.7088835;181.3449189;191.3490641;188.2079135;191.8786097;161.0675547;157.9497356;173.4781283;220.4431661;;;
Nicaragua;NIC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144.1089175;156.7081018;165.5067959;181.3810866;193.0227366;210.6580674;227.8680136;265.3449233;284.1243988;292.2886856;305.3212273;315.4870058;328.9376074;348.8910246;390.0205322;416.5086639;452.1855826;492.6055812;490.5231069;477.7261478;472.8865858;599.8595861;;;
Netherlands;NLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2466;2684;2987;3099;3267;3426;3726;3984;4317;4465;4585;4779;4989;5219;5214;5204;5274;5585;5811;6127;6718;7179;;;
Norway;NOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2857;3037;3429;3566;3765;3995;4304;4530;4945;5055;5191;5492;5774;6013;6193;6142;6271;6631;7019;7325;7457;8275;;;
Nepal;NPL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;60;62;64;71;73;70;76;85;91;107;101;111;123;147;160;159;165;172;182;207;228;;;
Nauru;NRU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1152.681632;942.3777574;724.0777822;561.9750765;276.5856863;434.3966014;591.4786695;916.9088328;1086.830512;639.4167953;740.7169106;640.0946105;671.7167755;892.8291591;947.1033714;1677.311494;1343.022503;1349.470431;1466.056277;1523.667106;1739.882288;1873.142384;;;
New Zealand;NZL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1607.115779;1702.871316;1841.26426;1855.575548;1985.824823;2124.957587;2399.297653;2446.201596;2721.09724;2951.737895;2997.298401;3115.070568;3182.363303;3385.866707;3507.993891;3493.661993;3727.768161;3839.433091;3891.086424;4377.544567;4606.939947;4753.721825;;;
OECD members;OED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2253.031717;2415.415646;2593.393458;2761.834654;2920.572547;3078.990113;3293.423477;3469.531422;3639.573828;3803.319666;3924.234111;4093.522205;4219.269389;4354.016455;4514.650427;4690.508758;4880.794671;5045.31239;5236.089867;5471.031228;5901.465236;6182.151786;;;
Oman;OMN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1061.883034;1127.022775;1153.677529;1129.189621;1084.893179;978.6447319;932.654384;1032.118008;927.9798093;1369.760064;1318.547776;1124.049464;1145.548336;1190.554662;1398.472062;1486.474611;1411.435414;1353.041577;1126.089673;1341.437703;1787.156675;1646.559119;;;
Other small states;OSS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;610.3032493;648.701076;707.3818285;706.4474247;739.0539718;775.5107664;815.8086694;882.7585121;977.2925404;1056.216876;1049.849164;1054.28059;1097.983998;1157.242203;1204.133072;1261.886821;1333.302845;1385.815723;1435.638531;1553.443521;1695.545005;1843.794391;;;
Pakistan;PAK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.76454927;70.86316549;74.72742739;68.30152066;71.40947176;88.43263766;106.3260287;110.2940695;107.7193123;99.45355419;96.84752627;88.80384896;92.18009583;103.3262582;109.8846775;114.3445655;121.6646095;136.2980299;148.0861591;153.052332;155.8574541;167.3426037;;;
Panama;PAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;620.695037;619.9920725;643.9364281;638.4437566;729.5962275;693.5112063;804.1542265;1003.343822;1020.71955;1048.512455;1140.56924;1204.149091;1264.545043;1411.791836;1646.392855;1825.606994;2051.459687;2266.845999;2510.706575;2783.814933;2907.322311;3088.580642;;;
Peru;PER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215.0027569;235.0228771;261.3170053;258.1371365;264.3853181;298.098624;313.0955894;352.3766194;400.7147307;444.3000424;460.0397897;469.3991731;506.8317417;535.5060059;572.3093668;576.4149772;602.9569723;620.8333626;683.4907194;699.4495361;756.2222677;855.8684025;;;
Philippines;PHL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;101;97;118;126;164;176;188;202;218;231;234;261;280;256;278;301;317;339;379;423;522;516;;
Palau;PLW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;843.7668612;815.0385477;868.2828723;963.4392444;1144.320343;1121.386898;1217.69048;1315.367341;1250.306216;1278.221199;1496.560001;1550.283299;1765.268658;1839.87689;2009.26267;2030.539113;2128.714722;2237.986788;2340.603209;2477.659142;2471.332369;2563.342843;;;
Papua New Guinea;PNG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.94694501;47.19846307;55.42219537;52.40800392;58.13239793;54.97447847;55.75904828;59.1134937;53.22883468;60.54094692;59.24285414;67.40244604;81.25641954;93.90989417;115.4898163;67.38602377;89.75852581;88.45184993;91.03832256;95.67433164;90.84621903;92.82460404;;;
Poland;POL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;564;630;716;731;783;807;879;987;1167;1268;1352;1424;1478;1575;1627;1717;1857;1972;2022;2259;2291;2456;2925;;
Pre-demographic dividend;PRE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.62444434;66.63506794;67.35617406;94.99946907;107.7152539;108.4126068;114.4746916;120.7630565;124.5047564;135.8911444;126.9155696;128.8597429;130.5548569;141.6718348;143.8623231;144.6966601;155.5643277;153.122039;144.7710652;149.9478673;158.0684503;171.8147552;;;
Puerto Rico;PRI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea, Dem. People's Rep.;PRK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;PRT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1630;1690;1793;1905;2050;2195;2311;2383;2557;2682;2735;2601;2546;2620;2679;2759;2965;3072;3285;3552;3687;4091;4464;;
Paraguay;PRY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;415.6031435;386.0697865;327.8411607;355.2182042;377.0605182;384.5955156;427.3527374;458.2115461;494.1919088;538.5567598;592.1745253;662.8276073;709.4038467;727.234098;822.5206157;832.1903504;869.435603;899.1033652;956.3932679;1015.698799;1078.126964;1221.832711;;;
West Bank and Gaza;PSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pacific island small states;PSS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163.3906967;157.7220508;172.3781209;168.3549871;195.9015773;218.2995765;221.8646238;222.4637987;217.2893961;227.9702573;225.8404563;226.0428446;238.1858367;250.9550598;272.916288;287.2459785;288.5102641;291.994829;346.3391768;366.8243553;361.1544972;388.1300442;;;
Post-demographic dividend;PST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2557.784399;2748.402218;2959.703166;3158.811266;3341.616828;3534.160222;3781.715459;3985.010315;4179.192616;4372.753586;4522.79984;4726.070587;4875.018789;5035.281292;5235.155718;5450.659562;5667.08808;5867.048251;6107.892688;6393.214752;6923.768839;7258.414668;;;
French Polynesia;PYF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qatar;QAT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1781.820813;2075.378102;2282.498211;3304.806516;3390.728339;2879.256705;2685.427618;2401.333493;1991.686304;2703.864622;2559.867853;2516.025959;2853.438546;3294.432485;3472.867152;3591.722991;3017.202064;2961.087785;2773.59005;3041.417117;3585.558052;2952.065589;;;
Romania;ROU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;246;282;326;405;491;529;584;680;839;875;977;839;892;1026;1035;1066;1211;1394;1627;1885;2069;2340;;;
Russian Federation;RUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;366;413;475;511;521;603;760;845;1057;1169;1088;1090;1196;1321;1352;1291;1290;1403;1556;1705;2271;2530;;;
Rwanda;RWA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.39872356;22.37735422;23.85175123;53.79583546;62.65199898;70.81685801;76.47879125;85.00314767;90.23622512;96.95753003;106.3021331;112.0781034;117.457225;101.8526955;116.2930939;117.2598534;128.1540501;123.6409628;140.6387558;144.8873958;163.0327632;180.1185352;;;
South Asia;SAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.68127241;86.75858195;89.95738313;90.76518407;98.07639028;104.4781571;111.1539585;118.3989388;122.2332938;128.2337134;130.8930334;133.6294052;147.1986091;170.2114883;172.2497728;179.4814984;187.5835672;173.1730956;183.4530784;197.7184065;207.8567529;227.6289962;;;
Saudi Arabia;SAU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1608.988375;1679.86771;1541.52475;1600.140831;1563.22702;1574.622853;1697.790108;1680.598501;1460.425796;2002.436751;1752.71641;1953.39418;2181.173647;2383.248581;2803.695879;2823.962205;2846.253244;2867.975388;2598.78525;2673.019055;3138.940596;3029.479746;;;
Sudan;SDN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105.5838908;97.3152377;100.0157424;124.4821177;139.67172;145.6708375;185.1228965;225.6793067;221.5901968;247.8857928;200.0214845;213.4688507;222.8566833;275.3734885;257.9290563;259.6872784;318.3553735;279.1395494;205.7075773;204.4199759;156.8072575;127.3437529;;;
Senegal;SEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.58641067;77.31709154;82.35678384;94.05695252;104.7993488;88.40904882;93.05912118;86.86050275;91.82146848;101.2682914;108.1218556;113.8778058;118.3908608;121.9284581;126.0752223;132.0964786;133.063078;135.6995436;152.8672984;160.7565732;183.896997;167.0777391;;;
Singapore;SGP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1454.298459;1368.919475;1513.697701;1712.852062;1671.381553;1751.863231;1844.126626;1920.766953;2163.972688;2239.862132;2373.858195;2481.248194;2696.192114;3015.077312;3209.361329;3562.130703;3855.189017;4051.376928;3978.076192;4397.050865;5528.00077;6352.623149;;;
Solomon Islands;SLB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.72079287;78.85035153;116.3666856;86.49465118;102.7362133;131.8279963;124.314116;118.6623845;97.22455204;119.754928;94.57611365;114.1693942;114.2975931;112.072365;120.2195538;109.4954933;112.7510216;108.9411196;101.7478859;117.9302612;124.9307583;122.2129449;;;
Sierra Leone;SLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85.7682632;52.35307409;71.39088327;68.72292135;74.61170259;81.66543239;85.63495348;87.80678924;95.08786583;105.5942522;103.1795205;128.5892167;124.2922437;199.4967818;345.9003402;308.2364687;259.1370823;149.7836229;136.6692877;157.5426096;156.0281324;151.7276965;;;
El Salvador;SLV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;345.8398569;356.9181278;366.7249509;373.3751149;404.0572819;484.1696026;492.3809462;501.5435973;521.0599968;532.0913361;551.904685;580.7878284;569.9515812;630.6402838;630.5389729;675.4683664;712.3570992;725.8706835;750.94335;828.1823345;791.9081745;969.8853323;;;
San Marino;SMR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3014.046989;2755.463761;2538.042915;2650.503201;2733.526093;3005.559205;3267.709494;3645.632236;3777.886202;3484.106362;4096.442198;4289.347271;4004.847989;4073.148368;4037.611513;4793.232189;4806.702704;4999.129177;5102.461371;5050.192848;5409.743158;;;
Somalia;SOM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbia;SRB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371.6721426;421.1133049;548.1526609;585.4179394;664.9681464;759.0343177;865.4092782;1051.393638;1195.347092;1169.262763;1216.775624;1249.851841;1296.61129;1359.006886;1352.357378;1312.157498;1337.993311;1361.728013;1507.574761;1677.059644;1694.645816;2155.158267;;;
Sub-Saharan Africa (excluding high income);SSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.83711182;104.3052346;102.8490978;125.8237981;131.465367;137.9140379;148.1326926;155.4413067;160.9884593;170.3617796;168.5281188;174.7367609;173.9539887;184.9618409;185.8126572;190.3309487;193.4323335;189.4005293;182.9856985;187.8796815;189.7297789;204.6343305;;;
South Sudan;SSD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.44439732;55.96918934;51.3808484;50.12235874;33.76646674;;;
Sub-Saharan Africa;SSF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.90743182;104.3788322;102.9126875;125.8900897;131.524976;137.9756779;148.196443;155.5012413;161.0416213;170.4099349;168.5980058;174.8046252;174.0406021;185.0282095;185.8943763;190.4082881;193.530005;189.4969327;183.0902423;187.9820364;189.8613717;204.7472684;;;
Small states;SST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;511.2418329;534.0306171;583.8316332;595.5020005;629.1584651;661.7698626;701.540084;753.9462868;823.8089132;883.6743853;880.9287414;894.1600665;929.5120124;978.1477235;1016.691213;1062.889143;1116.367934;1168.48934;1221.635362;1321.936367;1424.045568;1540.217311;;;
Sao Tome and Principe;STP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186.1543755;197.3468323;197.8221148;247.9706997;242.7313761;253.2841302;199.9046891;204.3326052;192.1216584;195.4222497;195.5099079;200.9778178;189.8084615;261.1596157;254.6636906;203.2248974;248.4047623;251.8855971;223.0403112;219.6696471;310.1799265;346.8893777;;;
Suriname;SUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;485.5222253;323.1508737;469.7018441;463.2185052;564.8087914;572.6649669;681.1601321;648.2588956;618.5354428;664.9763656;660.4612943;662.4275039;702.2703247;784.0688973;811.5936666;971.206056;876.9438197;944.9597725;1262.623792;1660.117816;1095.558242;922.0854553;;;
Slovak Republic;SVK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;602;660;733;772;970;1096;1296;1524;1651;1836;1948;1919;2035;2101;1999;2033;2111;2038;2093;2316;2347;2670;;;
Slovenia;SVN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1406;1494;1624;1711;1808;1910;2015;2079;2338;2361;2385;2473;2533;2621;2626;2689;2873;2989;3237;3590;3867;4165;4388;;
Sweden;SWE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2173;2368;2544;2651;2758;2797;3049;3284;3474;3549;3527;4663;4896;5074;5193;5333;5513;5638;5888;6139;6378;6784;7017;;
Eswatini;SWZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;212.1233695;241.8034451;273.0285523;331.4956588;374.3734863;440.4917459;507.8251254;548.7652606;626.4757082;621.2291527;646.4292079;661.884744;627.7666525;631.1189612;620.9103459;605.6649293;578.9486406;573.417232;565.9004014;633.8248426;576.9253019;684.5940902;;;
Sint Maarten (Dutch part);SXM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;SYC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;666.0029956;713.4737899;627.2457596;693.8138199;658.1877634;695.073692;728.126327;713.004132;658.1623863;631.5154454;847.9035348;870.8279445;1078.06982;883.8473452;1056.490161;1018.486321;1253.580545;1261.658708;1365.555288;1365.587724;1729.844475;1549.244266;;;
Syrian Arab Republic;SYR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145.7710418;153.1372537;171.213113;184.1589567;172.5151342;168.9374635;163.0037376;162.2095616;152.3730387;167.2365238;159.4603865;169.7209247;144.2830074;;;;;;;;;;;;
Turks and Caicos Islands;TCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chad;TCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.87512142;49.13750473;71.81743585;61.19618366;80.20597967;75.81627703;76.28114638;69.88529658;66.24790943;73.40346772;74.41866773;70.62371823;67.08988068;64.02216713;71.79187542;82.16893603;79.46026818;74.02191548;71.8113039;72.63426588;87.17725345;81.37769424;;;
East Asia & Pacific (IDA & IBRD countries);TEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126.8079299;134.2457582;147.8886958;166.8493891;180.5785119;203.7024258;222.9863151;243.7242503;275.5775513;324.4240856;346.8916098;391.6469208;444.3449409;482.1456945;513.0033531;544.1123645;571.4953272;608.0176404;669.0435943;742.3736574;803.9284785;877.0554948;;;
Europe & Central Asia (IDA & IBRD countries);TEC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;341.7605145;376.7340654;422.4260557;458.1507501;493.2447888;547.2753291;640.9489838;705.1438073;820.8256412;879.2701883;875.4471668;891.456769;957.2636765;1035.405104;1062.073999;1059.19765;1103.873149;1170.025612;1244.507297;1348.733003;1587.053354;1760.177193;;;
Togo;TGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.99935462;37.30196746;38.54414929;41.37454558;43.03060015;44.12468792;47.374214;52.40819092;53.65856063;58.82309628;67.20884464;72.66921798;77.838625;83.24709305;89.17012223;91.56797687;126.3825654;128.105431;125.9953219;124.1628379;131.6356644;129.8744826;;;
Thailand;THA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225.8150746;230.94182;271.8954446;286.5576591;300.2321872;322.2335119;339.4860844;375.7744529;418.9735018;434.9855032;440.3376932;474.0114287;513.8879379;521.0812845;557.9553525;595.8238899;639.3502273;655.2802132;700.0027244;711.1365692;775.5480224;967.4022998;;;
Tajikistan;TJK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;51;55;65;74;87;90;109;125;127;132;145;163;197;221;205;215;222;245;259;315;351;;;
Turkmenistan;TKM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172.3956721;247.4389939;247.3527916;353.5336396;522.0263966;542.3341338;538.7357221;380.8389277;489.7552014;419.5386337;473.4061833;533.7941154;555.7199123;633.2875713;715.9258009;832.1494108;885.8576692;994.93481;997.1412174;937.0868538;908.4144935;958.9953159;;;
Latin America & the Caribbean (IDA & IBRD countries);TLA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575.2185699;603.0155578;611.211142;627.2537235;665.7017976;704.5549097;765.0185093;826.7163624;870.7269248;917.352899;942.8851157;985.7385494;1015.712145;1072.796749;1111.317863;1145.264878;1159.911241;1233.696976;1269.569286;1244.063015;1278.617609;1373.756272;;;
Timor-Leste;TLS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.06736555;57.72795664;74.07296071;81.18803696;84.40762334;115.3640848;131.4831579;126.0734111;141.4113273;163.2755619;210.4383795;205.0540057;221.6486918;215.0134642;212.1174374;200.2830363;194.8996553;372.9149871;272.2510449;;;
Middle East & North Africa (IDA & IBRD countries);TMN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;327.7486745;365.5754782;375.0766853;383.0342386;407.0460265;419.8547078;439.3132188;471.0056627;496.794908;580.094365;593.3906635;600.5073324;597.9575132;602.9725456;630.0175679;643.0380303;728.9172974;740.7201729;727.6386384;669.8356155;634.8562363;690.3479397;;;
Tonga;TON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.93177327;125.5437004;139.3559109;138.4753094;181.0276777;180.5652092;230.8720378;204.8654983;279.1886508;172.4184935;215.1667892;185.5338234;239.5661716;203.8071822;267.3749554;245.2915932;285.6790028;303.9242196;309.5597773;314.0336245;357.6890663;423.3595358;;;
South Asia (IDA & IBRD);TSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.68127241;86.75858195;89.95738313;90.76518407;98.07639028;104.4781571;111.1539585;118.3989388;122.2332938;128.2337134;130.8930334;133.6294052;147.1986091;170.2114883;172.2497728;179.4814984;187.5835672;173.1730956;183.4530784;197.7184065;207.8567529;227.6289962;;;
Sub-Saharan Africa (IDA & IBRD countries);TSS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.90743182;104.3788322;102.9126875;125.8900897;131.524976;137.9756779;148.196443;155.5012413;161.0416213;170.4099349;168.5980058;174.8046252;174.0406021;185.0282095;185.8943763;190.4082881;193.530005;189.4969327;183.0902423;187.9820364;189.8613717;204.7472684;;;
Trinidad and Tobago;TTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;595.3956864;600.2263448;766.1018757;787.0708603;892.8722288;998.3119651;1086.144167;1162.818664;1070.670164;1545.869948;1484.811494;1391.642024;1378.538567;1420.625081;1450.797686;1562.905605;1690.520027;1724.736141;1707.880848;1801.732141;1859.931859;1776.522893;;;
Tunisia;TUN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;296.6816627;314.8209412;337.8538814;363.3868691;391.8683471;410.1266184;439.6694475;481.5603564;505.7325614;543.6887935;584.9951942;630.5086861;655.2073883;679.9860778;688.3526084;650.6168758;664.4211091;672.6812492;671.564608;698.2152257;746.0100902;784.1246384;;;
Turkiye;TUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;437;448;470;481;533;581;699;775;834;846;870;912;916;972;1030;1045;1119;1153;1146;1210;1280;1390;;;
Tuvalu;TUV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;564.5396838;477.5424242;357.7141959;401.5073577;273.3323175;283.6933448;343.9412757;320.6605139;331.3121344;373.9957499;465.8207212;451.2418345;427.5705623;475.9689908;497.7431207;512.0676046;753.8951126;1022.102381;814.6250338;1125.109122;902.6350402;1028.668318;;;
Tanzania;TZA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.50556898;46.66078023;54.70013352;66.16189101;76.66489752;91.00100129;126.6390019;120.6730342;101.5932133;95.93614424;103.6484204;106.7629936;100.719314;97.47060901;85.98583957;81.53201881;93.02518221;97.3440947;103.8397616;101.0255579;81.06365415;95.87526309;;;
Uganda;UGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0592066;48.88111301;51.6783535;48.29552007;51.72637718;74.26127546;93.95023323;96.65677364;102.5650011;117.8472335;141.6349211;162.963319;137.6559514;131.5724492;123.5808158;115.6247617;110.4321222;89.4631642;94.87056135;94.34298601;103.0091174;118.9158126;;;
Ukraine;UKR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;227;265;300;369;402;443;500;524;502;517;564;610;668;745;736;754;801;840;903;900;941;1082;;;
Upper middle income;UMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257.7077483;272.9972958;289.0167342;311.3910116;335.8967127;365.9268897;399.5865744;436.7714298;476.131425;534.5561795;558.6224324;603.8554885;646.3972183;687.8197953;724.4842176;756.1382759;782.4437938;823.8097094;875.6033529;930.4709923;987.7935148;1070.142513;;;
Uruguay;URY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1033.547152;1078.190041;996.5743718;1016.516521;945.0262042;977.521534;1045.639221;1105.179167;1306.060979;1337.403327;1448.310375;1557.972371;1598.107685;1691.383349;1766.818373;1826.161795;1953.917865;2038.452177;2139.916689;2276.027561;2103.685978;2344.362549;;;
